source,author_id,text,hsd_answer
measuring_hate_speech,pseudo_d54bea4823c0,Men getting targeted in the RIP Bianca tread right now which completely divides us and has nothing to do with remembering Bianca. Shame on you idiots that are adding fuel and misinformation to this. Not all men are monsters and women can be one too. URL,0
measuring_hate_speech,pseudo_d13f9de771c8,@Titus Robertson bitch Im American if you don't like it you get the fuck out. Go snuggle up to saudi arabia with yo kkk sheets,0
hatexplain,pseudo_8d7e6872ff60,i am a w.a.r. skin do you know john detuillo he doing an l bow for stabbing a lgbtqwtf in the head and a mudshark in the head i used to hang w some american front and valkyrie front almost all of them got popped by the feds on bogus trumoed up charges,1
hatexplain,pseudo_762b12af32c8,you are a anti white non white basterdised cultural marxist psychopath no name brand we are white pedigree and dont need fups like yourself in the white race we dont want you there is no place for you in a white society please kill yourself and i am not your friend nigger,1
hatexplain,pseudo_8f4cf26594ab,with a high purchasing currency youth could buy more stuff find a girlfriend buy a house and keep the economy going jews will put all humanity in deathcamps and slave factories if humnaity doesnt unite agains the jews and their racism against all mankind,1
hatemoji_check,pseudo_d16bd79e0b05,Women are like 🦟,1
convabuse,pseudo_d9d813b60b55,lol,0
hatexplain,pseudo_4041c4e8b28c,lol this dumb bitch is apologizing cuz she said nigga while doing some nigger rap song <number> years ago 😹 hey bitch how about just not doing rap since that scary word is in pretty much all nigger rap,1
measuring_hate_speech,pseudo_57d4a86b559e,"Gay Jew pesters geriatric smug athiest. Who fuken cares? Man, twitter sucks.",0
convabuse,pseudo_94ec25e2f549,you cannot help me,0
convabuse,pseudo_3c2e44c35d9c,when is your birthday?,0
convabuse,pseudo_4cfb76ac6eb1,prety much the same answers,0
measuring_hate_speech,pseudo_a047887c953b,"Terrible and they should be fired. I read about the first 25 posts or so, I counted 5 racist ones (3 were super obvious, 2 were borderline). There was one with 3 white people where the cops seemed to be just as hateful towards. Seems like they're just frustrated, underpaid, power trip assholes. Doesn't make it ok, but I bet they wish the backlash against some of these idiots (like the young kid who took a bat into a store and randomly knocked someone out for fun) would be 1/4 as harsh as they were on cops.",0
hatexplain,pseudo_e9d529fb0b01,i have no idea why anyone would care about jereb whoever that is the adl on the other hand is a large and well armed force completely loyal to jews and only jews that has almost completely undermined white america the only america and must be destroyed,1
hatemoji_check,pseudo_14311bfd9700,I am going to 🔪 the next trans person I see,1
convabuse,pseudo_d64fbc3a848b,"to Copenhagen awesome, thanks!",0
convabuse,pseudo_2370667b791d,hello,0
hatemoji_check,pseudo_5e8e9e6e7bfe,I have a new opinion of Muslims 😤,1
hatemoji_check,pseudo_a7cd55c40495,Gay people 😡,1
convabuse,pseudo_1f1bd100cf10,vagina,0
measuring_hate_speech,pseudo_56a7ee2ef7cd,If Americans don't vote this fool out of office then we deserve all of his racist crap !,0
measuring_hate_speech,pseudo_3a1d5afd6dd9,"> he ugliest, disfigured, mentally retarded women have a far better chance of getting laid than your average looking guy. Women just have to put an ad up for sex online and there will be guaranteed hundreds of thousands of men interested because they are mostly in it for the pleasure. Meanwhile average or below average men have to try really hard just to get a DATE in the first place, let alone get laid. Jesus this post is full on incel-dom.",0
convabuse,pseudo_2160f537aea1,miami,0
measuring_hate_speech,pseudo_c27b2e884808,"Never mind the atrocities dealt to the First Nations, including taking their land, commiting cultural genocide and commiting regular genocide, taking them out on starlight tours and letting them freeze to death, sterilizing them without their consent or knowledge, and so on.",0
measuring_hate_speech,pseudo_50155fbbf7ac,@ChuckCallesto 2 Bitch's with potty mouths!,0
convabuse,pseudo_02b96afddf18,you are,0
measuring_hate_speech,pseudo_6a8d7a7fb71a,@potterheadfrost Wtf is wrong with these ppl omg,0
hatemoji_check,pseudo_7124b4493370,Those kinds of bullies ought to be 🔫,0
convabuse,pseudo_9ce8b496da92,"Yes, I am sure that I would like to be a psychologist",0
measuring_hate_speech,pseudo_e338975d723d,"You're both straight retarded. There, problem solved. Fuck off. Oh, and shove those downvotes straight up your asses.",0
measuring_hate_speech,pseudo_549945aac57c,Yea aweful americans standing up to protect their country from radicals. RACIST,0
convabuse,pseudo_91bc1d8675a5,My name is Andre's gonzalez,0
measuring_hate_speech,pseudo_d97000fa6210,"Somebody said niggas always tryna ""you ain't even fat"" they way into some pussy 😂",0
convabuse,pseudo_734c49d59c71,Amsterdam,0
convabuse,pseudo_84498c728421,Stockholm,0
measuring_hate_speech,pseudo_6005ef4d24a0,LESBIANS DONT WANT TO DATE MEN ARE YALL FUCKING DUMB,0
measuring_hate_speech,pseudo_797442730380,White supremacists are terrorists! Why are we not shipping them out of our country?? URL,0
convabuse,pseudo_ccb1fd5b4b0e,nice to meet u,0
measuring_hate_speech,pseudo_5216638e50bf,Bruh this nigga is hilarious 💀💀 URL,0
measuring_hate_speech,pseudo_c1303fc1adfd,Anybody out there wonder why people are fleeing NYS? Politicians like this. I think her and Schumer wanna build a wall on New York's southern border to stop people from leaving. And believe me Syracuse doesn't want any more illegal immigrants sucking off the taxpayers!,0
measuring_hate_speech,pseudo_4717ba91287b,"They won't put any energy into immigration reform because they want power that illegal immigrants can give them. There care nothing about the American people, NOTHING!!! Sorry, pathetic people sitting in our house! Liars, cheaters, divides, anti semitic rhetoric, god the list goes on!",0
convabuse,pseudo_731b8fa06959,nice,0
measuring_hate_speech,pseudo_f57e7ad96b27,And still deafening silence from Imran Khan at Islamabad to Bilawal Bhutto Govt in Sindh. This shocking news might have caused huge hue&cry and emergency in any decent country. In Pakistan business is as usual bcz these are children of lesser god who r counted only @ polls time. URL,0
measuring_hate_speech,pseudo_1cc18302447c,"I can see the link to Saudi Arabia, Muhammad was also a pedophile. A sanctuary in case he had to flee.",0
measuring_hate_speech,pseudo_0f3385b661f1,see autism high function is still fuck sh8t and i wanna die every day,0
measuring_hate_speech,pseudo_466f6160cb4d,China is teaching young African boys ancient martial arts that were passed down from father to son and perfected for millennia. You're putting your 5 year old son in pink frilly dresses and calling him a little girl because the TV told you to.   URL,0
measuring_hate_speech,pseudo_3068b8dd459f,@mvmeet I am also a Hindu and I think u are mentally sick and stupid URL u think other Hindus also think like you or maybe sick and stupid like you?,0
convabuse,pseudo_4c0e266c29c3,Fuck this computer,0
measuring_hate_speech,pseudo_4f300f19278c,homophobia is shaking,0
measuring_hate_speech,pseudo_07d9b8de2d93,I would fuck that pussy like a dog in heat,0
convabuse,pseudo_8beaff194c10,you gimp,0
measuring_hate_speech,pseudo_95d70972e20c,"Stupid Europeans, as their Countries are taken over & given to parasites, as their Women are raped & laws,ignored, as they are replaced, this is what they follow.",0
convabuse,pseudo_0c98703e42ef,what does eliza stand for?,0
measuring_hate_speech,pseudo_bb5cfa222308,We stand for Trump. Ur squad is full of chumps. Keep talking shit and these illegals will get some lumps.... Wait hold up. Is this not the rap battle?,0
measuring_hate_speech,pseudo_8959563a4916,@solidarity386 Shut the fuck up kike I'm an Islamic art posting page you degenerate,0
convabuse,pseudo_e6411bb163fa,what about,0
measuring_hate_speech,pseudo_d7c4f25762ff,>My culture isnt superior to others. You called it a degeneracy.,0
convabuse,pseudo_662da8c3f8f2,co,0
measuring_hate_speech,pseudo_1adbb9a36170,"calling God's word retarded, lemme know how that turns out for ya",0
convabuse,pseudo_e585ff2e6cc1,My brother broke his arm,0
convabuse,pseudo_46cef5fc16f2,how are you?,0
convabuse,pseudo_75f5581222dd,will you fuck me?,0
measuring_hate_speech,pseudo_a5c9d64fa963,People on /r/hiphopheads are calling it AOTY too Those people are me,0
measuring_hate_speech,pseudo_06d8480e6f84,"seriously, since the las vegas, i don't remember any other racial mass-shooter profiles. all white male+incel+white supremacy+racist+hatred+domestic terrorists. how many innocent ppl should die cuz of this stupid bullshit! #GunControlNow  URL",0
measuring_hate_speech,pseudo_1652ec878842,"niggies of slave origin and off the boat bobos, should leave my country and make Africa a lesser shithole",0
convabuse,pseudo_21ff53769b3e,do you liek sex?,0
convabuse,pseudo_09f7b8ceb1a3,Because i donty like you,0
convabuse,pseudo_174e95cb98a0,give me a fuck,0
convabuse,pseudo_1dec112b06f0,i want to kill eliza,0
toxic_spans,pseudo_036afe8b15b0,"Wow -- After reading this interview, now I understand why air canada service sucks.",0
convabuse,pseudo_8700668710ad,I want to fuck.,0
toxic_spans,pseudo_907335adaafd,"The ESPN story just broke a few hours ago, so I'd give The DP some more time to post it.
FWIW, I'm as liberal as they get and I did a big eye roll when CNN reported the Lee story. It's ridiculous.",0
convabuse,pseudo_337fe3f9945d,SHIT,0
convabuse,pseudo_7165fcdac5e6,U r pretty shitty,0
convabuse,pseudo_d51cf75b99b5,does mia want to get into your pants,0
convabuse,pseudo_f4e75fd4d230,You're a total bitch/,0
convabuse,pseudo_c1fbf67ca5ae,yes,0
toxic_spans,pseudo_c5a1e8f1db06,"Ridiculous this is the death nail in the coffin for the Federal Liberals. They die forever now. We are straght up being destroyed, our quality of life is severely deteriotaing and these clowns, many immigrants themselves, in the Federal government are telling us to send in more immigrants?
NO! We are fed up, Heated tents for foreign illegal immigrants, nothing for our own homeless. These people in the Liberal Party HATE US ALL who were born here.
My ancestors fled Stalin. Stalin used foreign immigrants to destroy local populations and remake them as he saw fit. My ancestors fled that, now Trudeau is bringing Stalin here.",0
convabuse,pseudo_e794d45d9b86,fuck,0
convabuse,pseudo_80a79f13a384,You are an imbosile,0
convabuse,pseudo_99c640124d27,jerk,0
convabuse,pseudo_4bd2f7d051a5,yoyr gay,0
convabuse,pseudo_d15010f942e2,My penis still itches,0
convabuse,pseudo_daa57ebf2b4d,who's the idiot responsible for this program,0
convabuse,pseudo_04c09ab50e0e,there was a time were all the people in the world were gay and so were u hahahahahaha,0
convabuse,pseudo_2c0e6c5c4952,Cunt,0
toxic_spans,pseudo_3f6e218b82e1,No good deed goes unpunished. Yet the police do nothing about the idiots with rolling carts and signs peddling their services from the streets of Waikiki or pan handlers at intersections.,0
convabuse,pseudo_621a1f244613,Kan dekoder modificeres til at kunne tage klumper af data med flere sessions ?,0
convabuse,pseudo_ffdf3c320df9,hjhjk;yugtui,0
toxic_spans,pseudo_4182d368bd82,Lock them up!,0
convabuse,pseudo_a5f9b9df682e,You are teasing me.,0
convabuse,pseudo_4b53d8af9265,Well good for you,0
convabuse,pseudo_d702ede9fbab,my bals,0
toxic_spans,pseudo_0b00ad2a5663,Capitol?  Uneducated fool.,0
toxic_spans,pseudo_e6a6784a526f,"Nazi was an acronym for nationalist socialist. But that didn't mean they were Socialists. They were right-wing fascists. ISIS does not represent anybody but a group of radical idiots. 
Get educated, and get back to me with a reasonable argument if you have one.",0
convabuse,pseudo_007ac57686b6,I sit on s pot to go poop,0
toxic_spans,pseudo_8d8c2b6153c6,I guess the Russians undermined Bernies campaign and wrote Hillary's idiotic emails.,0
toxic_spans,pseudo_a94604764164,"If that was only the case. Instead, like a typical Trumpnut, all you injected into the conversation was meaningless bullshit.",0
toxic_spans,pseudo_936938cc8161,"con. We will likely never agree on this one.  

 I do find it a bit amusing that you manage to criticize Ms Clinton because she did well in the debate. She was well informed, articulate, poised and very statespersonlike.  Yet, you twist that to be detrimental.  Had she, like Trump, been unprepared, nervous, rude, and ill-at-ease for the entire debate, you would have criticized that.  She did very well, so, instead, you are saying, in essence, ""Clinton did badly because she did so well. She had no business being so well prepared.  She had no business being so poised.""  

You have really made it clear ""she's damned if she does (do well) and damned if she doesn't.

BTW: I rather tire of being dismissed as just ""another Democratic Party sheep""; following the Party line.  Such comments trivialize my views and are, to me, insulting.  All my life I've developed and presented MY views and MY opinions....smart...dumb...good....bad? Whatever, but, I've always reached them for myself ..regards, G",0
toxic_spans,pseudo_6903d0353216,"Another Obama failure,  I remember being sick to my stomach when the story first came out.  Time magazine had done a featured article on the men who had died looking for this moron.",0
convabuse,pseudo_92652251f976,vai te pra puta que te pariu bot imundo do caralho,0
toxic_spans,pseudo_754cb118b40a,She was hiding in her cave waiting for the right time to come out with a well structured lie! She should have tried another move.. This is damn old school!!!!,0
toxic_spans,pseudo_ebf661608451,"Yes, very bright, maybe Obama was not as ineffectual and weak like Jimmy Carter. But close.",0
convabuse,pseudo_1dcec3cdc6f1,ghjhgj,0
toxic_spans,pseudo_7e6460e73f94,"With jerks like this prof, our UAA system is doomed. His peers should work to get him out of the university ASAP.  Stupid is as stupid does. I'd bet this man thinks he's a real sophisticated, highly educated man. Wow, his common sense must have disappeared if it ever existed, maybe he's eating his paints?",0
convabuse,pseudo_ecebe5dcf552,Does it please you to believe I am not inteligent niels is gay and martijn is a nerd and furthermore loth is the man plus im going to trow i in a vulcano?,0
convabuse,pseudo_6dab47bf9bc3,Raping a four-year-old is mean!,0
convabuse,pseudo_30d3aa905d9d,cause i am having sexual frustration,0
toxic_spans,pseudo_3d7d6e82d562,"The whole idea is stupid.It's like inviting Italian immigrants,and telling them they cannot cook pasta,listen to opera,and dress a certain way that they like to dress. Inviting Islam to the West is the stupidest idea in the history of ideas,and Merkel is a fool for even trying. Had she known anything about history,perhaps she would  not have made the mistakes she has made.
Wake up,people!! Read a book!",0
convabuse,pseudo_eb5d1558c634,cc dit me may,0
convabuse,pseudo_e7356469e968,are you gay,0
convabuse,pseudo_c8b1f5c007c8,no i am not you egit,0
convabuse,pseudo_0b134d15bbc4,well my butt smells like flowers,0
convabuse,pseudo_ae04796b96e9,L o st themdink frving,0
convabuse,pseudo_5f8dc67c34ad,cc dmm,0
convabuse,pseudo_377d9d804ed3,is there a gug?,0
convabuse,pseudo_949414677036,because you bud is shity,0
tweet_eval_hate,pseudo_172c4bee8343,@user don't stop believin #Trumpbots #BuildThatWall 852,0
tweet_eval_hate,pseudo_4dadf67caa1f,First thing they say is that you a hoe . Bitch where...,0
tweet_eval_hate,pseudo_c3a1e57fbcdd,"Sen Cory Booker, Dem 2020 hopeful, caught in blatant LIE. Said he was risking his position as Senator by exposing classified info; although he KNEW the info was NOT classified.BookerLiarEmpty Suit.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA",0
tweet_eval_hate,pseudo_850c4a08d853,Yall Trash Buckets really never warned a bitch in the TL about Haitians But EYE SEE YOU HOES,1
tweet_eval_hate,pseudo_63fff02377f1,i'm still not over this lmao i love this bitch w my whole heart she's my world,0
tweet_eval_hate,pseudo_2565b5722b6a,"@user On the way home from stealing at walmart they wreck the car they are driving with stolen plates, no insurance and no drivers licence. To cover the expense, MY car insurance goes up $50 every 6 months. #SendThemBack #BuildTheWall",1
tweet_eval_hate,pseudo_427af21639ac,@user nah I'm not gonna call you that  that's for whores     you just my bitch ;),0
tweet_eval_hate,pseudo_49d10d4308c4,"@user Yeah, bitch. Because you decided to be a filthy incestuous whore midway through it.",1
tweet_eval_hate,pseudo_6572ea21c9d0,#Midterms #VoteRed2018 Please remember Mollie Tibbets life was taken by an Illegal!! #BuildThatWall Please Retweet! Please Retweet! Please Retweet! @user @user @user @user @user @user @user @user RETWEET!,1
tweet_eval_offensive,pseudo_ad7bd128a53f,#Trademark Attorney Daniela Paull will be in Paris next week attending the 32nd Annual @user conference - do get in touch if you are also attending and would like to set up a meeting #IP,0
tweet_eval_hate,pseudo_a8d52a972f65,@user @user #BuildThatWall already,0
tweet_eval_offensive,pseudo_2b4d0eb61ee5,#California Tries New Tack on #Gun #Violence : #Bullet #control - The New York Times #activist ⁦@USER ⁦@USER ⁦@USER ⁦@USER ⁦@USER,0
tweet_eval_hate,pseudo_00f1e7537cc0,"Being in the country illegally is not a victimless crime. Millions of Americans, in many cases children, are having their identities stolen to enable criminal activity!#BuildThatWallIllegal immigrants cited in theft of 39 million Social Security numbers",1
tweet_eval_offensive,pseudo_dbb27a62191e,"@user  Stick to Comedy ... You weren't that funny yo start with, but that political commentary of yours is pathetic !!!",0
tweet_eval_hate,pseudo_ace9e8657741,Definition of a whore/trash/piece of dirt/bitch,0
tweet_eval_hate,pseudo_739e2e3d39ff,#FactCheck true #TuesdayThoughts #WalkAwayFromDemocrats #WakeUpAmerica #VoteDemsOut #RedWaveRising2018 #BuildTheWall #StopTheInvasion #ProtectOurChildren #NoAmnesty #EndSanctuaryCities #NoDACA #EndChainMigration #FixTheLaws #EndVisaLottery #Congress,0
tweet_eval_hate,pseudo_39ea7f162a3c,@user I'm so mad who gets me sick in summer like you're a bitch whoever it was 😂😂😂,1
tweet_eval_hate,pseudo_46f99c16351d,Theon greyjoy is a cunty cunt that deserves getting his dick cut off. Traitorous bitch #gameofthrones,0
tweet_eval_hate,pseudo_a7b9101e2b48,Run a train ona a bitch is rape in others eyes,1
tweet_eval_hate,pseudo_72665da8855a,@user Tucker an arrogant ahole! A Trump bitch!,0
tweet_eval_offensive,pseudo_92d4a42a5fe1,"#Liberalismisamentaldisorder, but it is also a danger to our country. #Liberals are showing themselves to be utterly hateful. They do not CARE about TRUTH, they only care about POWER.",0
tweet_eval_offensive,pseudo_12ab8fd3cb85,"#ChristineBlaseyFord was grinding #Kavanaugh at a party almost 40yrs ago.....You gotta love the age, of this ridiculous #MeToo movement   Just swear #Kavanaugh in already and get this over with, before #liberals have an anxiety attack like 11/8/16",0
tweet_eval_hate,pseudo_2829529fdbe4,Fucking cheating bitch whore.,1
tweet_eval_hate,pseudo_526e421c8640,@user Do you mean #illegalalien or #IllegalAliens or the legal definition of #IllegalAlien as defined by the federal government.,0
tweet_eval_offensive,pseudo_4160e20a1b68,"#MyProtege, a #k12 #Master #Teacher was very excited to report she is the proud owner and supporter of products made by @user @user #Bravo! #USOpen",0
tweet_eval_hate,pseudo_9c17bbbd8110,"Do you think Beyoncé is nice or a bitch — A little bit of both, depends on the time    Wonhoe w...",1
tweet_eval_hate,pseudo_706be2a8b81a,@user @user @user Weak amnesty lovers like him will keep voters away from the polls #NoDACA #NoAmnesty,0
tweet_eval_hate,pseudo_e452567b6894,"It baffles me that women allow themselves to get mistreated by ain't shit ass dudes. BITCH you beautiful, act like it!!!!",0
tweet_eval_hate,pseudo_1f2a38e4ff40,Fast-Food Workers Union Demands Restaurant to Allow Employees to Wear 'Abolish ICE' Pins | Breitbart #BuildTheWALL #AmericaFirst #NoDACA #NoDEMS #GreatAwakening #MAGA #WalkAway #ThesePeopleAreSick #ICE,0
tweet_eval_hate,pseudo_b40001a167a8,Where are you going whore? Fucking bitch. -Random stranger I walked by today. I swear I am getting grief from everyone these days.,0
tweet_eval_offensive,pseudo_fbf374ffdd63,"#CodetrainQueens Rachel joined Codetrain in 2017 and helped to organize the Codetrain App Developer Bootcamp and trained as a front end developer. Currently the community manager, she is an ardent advocate for digital skills for youth, especially women. Keep shining, Rachel!",0
tweet_eval_hate,pseudo_ebc169bf4db5,"Democrats are the party of hatred. They can only spew hatred and lies. Democrats have no business trying to lead a country with hatred. Trump has encouraged prosperity for all Americans, giving us an attitude of gratitude!#MAGA #KAG #POTUS #TrumpTrain #VoteRed #NoDACA #USA",0
tweet_eval_hate,pseudo_1a99327ab836,@user @user @user @user @user Holy Guacamole..socialism at its finest..#BuildThatWall @user,0
tweet_eval_hate,pseudo_2493d0759df8,Ronnie is a fucnign cunt asshole bithc I want him to get knocked out,0
tweet_eval_offensive,pseudo_2658162a3860,@user Obvious why he is doing it quietly,0
tweet_eval_hate,pseudo_75506ae5075c,"The person on the left was an innocent American child, murdered needlessly! The person on the right is an ILLEGAL ALIEN who needlessly murdered the innocent American child on the left! #BuildItNow #BuildThatWall",1
tweet_eval_hate,pseudo_9ebbef3f8129,@user @user @user In my experience the most extremely-hateful-covert-racist are elderly rich ppl if they are not involved in a #GodRevering #ChristianLife #WalkAway #VoteAllDemsOut #Midterms2018 #VoteRedToSaveAmerica #DrainTheSwamp #LockThemAllUp #BuildThatWall #DeportThemAll #NeverForget #KAG,0
tweet_eval_hate,pseudo_ff8d344a263b,"Cruel mistress wanted, will pay 5$ a week, to be her bitch 24/7 #findom #loser #humanatm #walletrape #FemaleSupremacy #paypig",1
tweet_eval_hate,pseudo_2c8f2e67875c,@user farm rapes are real too bitch,0
tweet_eval_hate,pseudo_38b4702526c9,"then it's like i'm not finna have no lil nigga raising his voice at me. bitch, i will dog walk you like the rest of these hoes..",1
tweet_eval_hate,pseudo_c50b3ff0dc80,And on and it goes. #BUILDTHATWALL,0
tweet_eval_hate,pseudo_3f70bdc1bded,"Funny how my whole middle school bullied me but now they either turned out weird , fat ,  or ugly lmao my bitch karma dont know how to act 😭",0
tweet_eval_hate,pseudo_d655c73adced,#sendthemback take care of your #people @user @user,1
tweet_eval_offensive,pseudo_4eb659fadbb9,#Charlottesvile speech #Trump should've given. #tcot #cville #Conservatives #CharlottesvilleKKK #Liberty #GOP,0
tweet_eval_hate,pseudo_96fe1c4f94a6,I'll never eat another bitch pussy as long as I'm breathing you hoes are nasty,0
tweet_eval_hate,pseudo_25dfcce85318,Dont you mean #IllegalAliens,0
tweet_eval_hate,pseudo_f821d6a16cc3,"@user fuck that bitch, go find another hoe who will actually sell you a ticket",1
tweet_eval_offensive,pseudo_7235081526f4,#Conservatives You cannot ride this one out‼️🇺🇸#VoteRed2018 #VoteAmericaFirst #VoteDemsOut #AmericaFirst 🇺🇸,0
tweet_eval_hate,pseudo_d0566ef78d80,"@user , an ""anonymous source"" told me that @user flunked kindergarten; but he was passed on w/the help of affirmative action.And, because his teacher didn't want to deal w/the little brat any more.#MAGA #KAG #POTUS #Trump #NEWS #USA #WalkAway #TDS #NoDACA",0
tweet_eval_hate,pseudo_f7b80cacf433,Don't nothing move til I sign you hoes mightiest well be my side bitch 😍😘💸💰,0
tweet_eval_hate,pseudo_ea2b78ed7a2b,@user @user you go and lick the shoe of italian bitch,0
tweet_eval_offensive,pseudo_dfb3713f8988,@user 'cause everyone knows a real leader falls into a van like a sack of potatoes.....,0
tweet_eval_hate,pseudo_d1b0bfc5c5de,@user Dan my #vote was #changed 2x in #delawarehanded wrong card then pollster pulls lever in dem machine?One #GOP ONE FOR #DEMSIT#STINKSIN#DELAWARE#COONS#CARNEY#CROOKED #BIDEN PALS #WANTsanctuary here #noDaca too many #illegals voting today how many in #delaware?,0
tweet_eval_offensive,pseudo_1f79aba64afc,#CNN ruthlessly continues #Fakenews onslot. Where's the honest analysis? Right here!  #tcot #CNN #NRA #massshooting #CNNISFAKENEWS #Conservatives #FakeNewsMedia #FakeNews #PBA #FakeNewsCNN,0
tweet_eval_offensive,pseudo_cd393c13aa86,"30. By people disguised as good guys, wearing all black, no concern of bystanders being shot - FBI, Antifa, Vegas shooting",0
tweet_eval_hate,pseudo_78725c10a42e,Yes! ThankQ! .@POTUS Violent criminals out! You do not have the right to be in the US! You should earn it! #deportillegalimmigrants #MeritBasedImmigration #BuildThatWall #VoteRedToSaveAmerica #TheRainMakers #TrumpWorld,1
tweet_eval_hate,pseudo_e7c5abc17673,"Everyone makes the 'Are traps gay?' debate about straight dudes and trap women, but never about day dudes and cunt bois.",0
tweet_eval_hate,pseudo_adb66aaabd4c,"To all the bitch ass hoes that hate me the most, oh yeah I hate you too",1
tweet_eval_offensive,pseudo_3981fa4e86b6,"#Kavanaugh The moment #BlaseyFord is exposed as a fraud, expect a new accuser to surface. Liberals are a one trick pony. #LiberalismIsAMentalDisorder",0
tweet_eval_offensive,pseudo_5e448b715fc8,#GoodMorningAmerica  #TuesdayMotivation #Thankyou #FatherGod the #Americanpeople will begin to see the #truth about our #governmentcorruption @user @user @user #mediaCorruption #NoRedaction #DeclassifyFISA #Declassification completely #Obama #HillaryClinton #Lies #Leakers #liberals,0
tweet_eval_hate,pseudo_126a9b2b5ef4,hadda unfollow that TALKIN ass bitch damn hoe you annoying,1
tweet_eval_offensive,pseudo_dba69f8aabc3,"#Dems are disgusting. They only believe women who accuse conservatives of abuse crimes. When liberals are accused, they ignore the accusations.",0
tweet_eval_offensive,pseudo_5f4194b63688,#nowplaying March of the Antifa - Sickboy - Shake Hands With a Clenched Fist,0
tweet_eval_hate,pseudo_7101feb49834,"Possibly because @user is a whoring son-of-a-bitch,ya see he's a POLICY guy & an ASSHOLE  And,his time in CON…",0
tweet_eval_offensive,pseudo_4faa3b6a2304,@user Chicago's gun control is so effective it's eliminated crime completely.  Not.,0
tweet_eval_hate,pseudo_adfce6ccba3c,"And you're a hoe like you I said mind your business or get slapped, you wish it was you they was arguing over bitch…",1
tweet_eval_hate,pseudo_9950a5e9489c,"the ""hoe don't do it/oh my god"" and ""bitch you guessed it/you was right"" vines occupy the same spiritual plane",0
tweet_eval_hate,pseudo_4566b7f198d7,Any woman voting BLUE votes for Sharia#BanSharia#BanIslam#StoptheInvasion,0
tweet_eval_hate,pseudo_6ae2197dc8c8,Cardi B gone have some of these hoe with a lump on their head...bitch I'll slap you,1
tweet_eval_offensive,pseudo_e4d842039fa7,#Nattyanplaying AOZORA TRAIN - SiSH(She is so high),0
tweet_eval_offensive,pseudo_4c9b4deae85d,@user @user @user @user @user Look no further than Chicago or Baltimore as examples of strict gun control laws NOT being effective.,0
tweet_eval_hate,pseudo_84377b01bf32,"Miserable loves company 🤗, that's why a bitch can't get an argument from me , argue with yourself hoe cause I like to fight 😅",1
tweet_eval_hate,pseudo_c966f07ab828,Why Females Assume You Got Hoes ?? Like Bitch Ian Got No Hoes 😒💯,1
tweet_eval_hate,pseudo_949091886f70,"@user President Donald J. Trump. The greatest President in the history of the United States of America.Hes making America great again, AND trying to make it safe again. @user cares about the American people. Democrats care about Mexican citizens.#BuildThatWall #KAG2020",0
tweet_eval_offensive,pseudo_6a262d813185,#Liberals are so pathetic!  INNOCENT UNTIL PROVEN GUILTY mean much?  #Democrats should look at their own party if they need a rapist to hang!  #KavanaughIsInnocent #WalkAwayFromDemocrats. #LiberalLies are straight from the Pitts of HELL 🔥,0
tweet_eval_hate,pseudo_b08a1932833e,@user friends ? that's my BLOOD brother bitch .. he in yo city !! i'm hours away . ill be through there tomo…,0
tweet_eval_hate,pseudo_95936d6ab670,Shut your dumbass up bitch we all know you a hoe,1
tweet_eval_offensive,pseudo_c60811401937,#MAGA #Qanon #GreatAwakening #inners #WWG1WGA #NowComesThePain #WalkAway #GoodbyeDemocrats   Ellison Accuser Says She's Been Sidelined By Her Own Party,0
tweet_eval_hate,pseudo_89adfccbe71b,"@user Seriously, PM me, we patriots can to this. I've got the time and willingness to do it. #BuildThatWall",0
tweet_eval_offensive,pseudo_cf6c634cd26e,"#MPLSpotlight: Have you met Stefanie? She's our newest Adult Services Librarian. She has been putting in a lot of hours cleaning up our collections. Here she is with her favorite find, a book on unique homes. If you see her, be sure to say hi!"""" #MonroLib",0
tweet_eval_hate,pseudo_2d2697b97c25,"Im going to explode if I have to listen to these entitled, privileged cunts bitch for ONE MORE SECOND about their inconvenient FREE flights",1
tweet_eval_offensive,pseudo_45daf9b353be,"#ProudFathersWithRTG bafethu i love how good y'all look with your kids, i hope you are supportive to them and their moms... Im truly inspired to be the best father once im a father (if i ever become one)",0
tweet_eval_hate,pseudo_c8d314a32a44,ICE files detainer against man suspected of shooting Fort Myers police officer via @user Yet another shooting of a citizen and police officer that would not/should not have happened if our laws were enforced.#DeportThemAll,1
tweet_eval_hate,pseudo_1344f0e3749a,"@user I'll always talk to you bitch. Weve been through a lot and when I can't handle life(you know me)I know I have you, hoe! ♥️ u",0
tweet_eval_hate,pseudo_c68f7a5123ca,#BuildTheWallNow Before the Midterm elections @user @user @user @user #MAGA #MakeDCListen #NoAmnesty #NoDACAdeal #MandateEverify #EndChainMigration,0
tweet_eval_offensive,pseudo_4b4b1edc87e8,"#Barbara Boxer If LIBERALS Want to Use RAPE as a Political Tactic! THEY Had Better Have Some HARD EVIDENCE! Her Word Isn't Evidence!!! Its Called HEARSAY . On that note, I Could Say ' YOU  ' Cornered Me In A Bathroom, And put YOUR Hands All Over Me' 35 Years Ago. PROVE ME WRONG",0
tweet_eval_hate,pseudo_0671d34b357c,"@user @user Ah I see. You're from the under belly of EU, and worried about Trump? Maybe you should be more worried about getting acid thrown on your face by a rapefugee.",1
